1744662588.156057 server started (2863): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1744662588.156071 on Linux 5.15.167.4-microsoft-standard-WSL2 #1 SMP Tue Nov 5 00:21:55 UTC 2024
1744662588.156075 using libevent 2.1.12-stable poll
1744662588.156077 using ncurses 6.4 20240113
1744662588.165690 cmd_parse_build_commands 0:3: -yW
1744662588.165692 cmd_parse_build_commands 0:4: -T
1744662588.165693 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1744662588.165695 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1744662588.165699 cmd_parse_build_commands 0:7: l
1744662588.165700 cmd_parse_build_commands 0:8 0:0: swap-window
1744662588.165702 cmd_parse_build_commands 0:8 0:1: -t:-1
1744662588.165703 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1744662588.165704 cmd_parse_build_commands 0:10: r
1744662588.165706 cmd_parse_build_commands 0:11 0:0: swap-window
1744662588.165707 cmd_parse_build_commands 0:11 0:1: -t:+1
1744662588.165709 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1744662588.165710 cmd_parse_build_commands 0:13: s
1744662588.165711 cmd_parse_build_commands 0:14 0:0: swap-window
1744662588.165713 cmd_parse_build_commands 0:15: 
1744662588.165714 cmd_parse_build_commands 0:16: Kill
1744662588.165715 cmd_parse_build_commands 0:17: X
1744662588.165717 cmd_parse_build_commands 0:18 0:0: kill-window
1744662588.165718 cmd_parse_build_commands 0:19: Respawn
1744662588.165719 cmd_parse_build_commands 0:20: R
1744662588.165721 cmd_parse_build_commands 0:21 0:0: respawn-window
1744662588.165722 cmd_parse_build_commands 0:21 0:1: -k
1744662588.165723 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1744662588.165725 cmd_parse_build_commands 0:23: m
1744662588.165726 cmd_parse_build_commands 0:24 0:0: select-pane
1744662588.165728 cmd_parse_build_commands 0:24 0:1: -m
1744662588.165729 cmd_parse_build_commands 0:25: Rename
1744662588.165730 cmd_parse_build_commands 0:26: n
1744662588.165732 cmd_parse_build_commands 0:27 0:0: command-prompt
1744662588.165733 cmd_parse_build_commands 0:27 0:1: -FI
1744662588.165735 cmd_parse_build_commands 0:27 0:2: #W
1744662588.165737 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1744662588.165738 cmd_parse_build_commands 0:27 0:3 0:1: -t
1744662588.165739 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1744662588.165741 cmd_parse_build_commands 0:27 0:3 0:3: --
1744662588.165742 cmd_parse_build_commands 0:27 0:3 0:4: %%
1744662588.165743 cmd_parse_build_commands 0:28: 
1744662588.165745 cmd_parse_build_commands 0:29: New After
1744662588.165746 cmd_parse_build_commands 0:30: w
1744662588.165748 cmd_parse_build_commands 0:31 0:0: new-window
1744662588.165749 cmd_parse_build_commands 0:31 0:1: -a
1744662588.165750 cmd_parse_build_commands 0:32: New At End
1744662588.165751 cmd_parse_build_commands 0:33: W
1744662588.165753 cmd_parse_build_commands 0:34 0:0: new-window
1744662588.165755 cmd_parse_build_commands 0:0: swap-window
1744662588.165756 cmd_parse_build_commands 0:1: -t:-1
1744662588.165759 args_parse_flags: next -t:-1
1744662588.165761 args_parse_flag_argument: -t = :-1
1744662588.165763 args_parse: flags end at 2 of 2
1744662588.165765 cmd_parse_build_commands: swap-window -t :-1
1744662588.165767 cmd_parse_build_commands 0:0: swap-window
1744662588.165768 cmd_parse_build_commands 0:1: -t:+1
1744662588.165771 args_parse_flags: next -t:+1
1744662588.165772 args_parse_flag_argument: -t = :+1
1744662588.165774 args_parse: flags end at 2 of 2
1744662588.165776 cmd_parse_build_commands: swap-window -t :+1
1744662588.165777 cmd_parse_build_commands 0:0: swap-window
1744662588.165780 args_parse: flags end at 1 of 1
1744662588.165782 cmd_parse_build_commands: swap-window
1744662588.165784 cmd_parse_build_commands 0:0: kill-window
1744662588.165786 args_parse: flags end at 1 of 1
1744662588.165787 cmd_parse_build_commands: kill-window
1744662588.165789 cmd_parse_build_commands 0:0: respawn-window
1744662588.165790 cmd_parse_build_commands 0:1: -k
1744662588.165792 args_parse_flags: next -k
1744662588.165794 args_parse_flags: -k
1744662588.165795 args_parse: flags end at 2 of 2
1744662588.165797 cmd_parse_build_commands: respawn-window -k
1744662588.165798 cmd_parse_build_commands 0:0: select-pane
1744662588.165800 cmd_parse_build_commands 0:1: -m
1744662588.165802 args_parse_flags: next -m
1744662588.165803 args_parse_flags: -m
1744662588.165804 args_parse: flags end at 2 of 2
1744662588.165806 cmd_parse_build_commands: select-pane -m
1744662588.165810 cmd_parse_build_commands 0:0: command-prompt
1744662588.165814 cmd_parse_build_commands 0:1: -FI
1744662588.165815 cmd_parse_build_commands 0:2: #W
1744662588.165817 cmd_parse_build_commands 0:3 0:0: rename-window
1744662588.165818 cmd_parse_build_commands 0:3 0:1: -t
1744662588.165820 cmd_parse_build_commands 0:3 0:2: #{window_id}
1744662588.165821 cmd_parse_build_commands 0:3 0:3: --
1744662588.165822 cmd_parse_build_commands 0:3 0:4: %%
1744662588.165824 cmd_parse_build_commands 0:0: rename-window
1744662588.165825 cmd_parse_build_commands 0:1: -t
1744662588.165826 cmd_parse_build_commands 0:2: #{window_id}
1744662588.165828 cmd_parse_build_commands 0:3: --
1744662588.165829 cmd_parse_build_commands 0:4: %%
1744662588.165831 args_parse_flags: next -t
1744662588.165833 args_parse_flag_argument: -t = #{window_id}
1744662588.165834 args_parse_flags: next --
1744662588.165835 args_parse: flags end at 4 of 5
1744662588.165837 args_parse: 4 = %% (type STRING)
1744662588.165840 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1744662588.165842 args_parse_flags: next -FI
1744662588.165843 args_parse_flags: -F
1744662588.165844 args_parse_flag_argument: -I = #W
1744662588.165846 args_parse: flags end at 3 of 4
1744662588.165848 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1744662588.165852 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1744662588.165855 cmd_parse_build_commands 0:0: new-window
1744662588.165856 cmd_parse_build_commands 0:1: -a
1744662588.165859 args_parse_flags: next -a
1744662588.165860 args_parse_flags: -a
1744662588.165861 args_parse: flags end at 2 of 2
1744662588.165863 cmd_parse_build_commands: new-window -a
1744662588.165865 cmd_parse_build_commands 0:0: new-window
1744662588.165867 args_parse: flags end at 1 of 1
1744662588.165869 cmd_parse_build_commands: new-window
1744662588.165871 args_parse_flags: next -t=
1744662588.165872 args_parse_flag_argument: -t = =
1744662588.165873 args_parse_flags: next -xW
1744662588.165875 args_parse_flag_argument: -x = W
1744662588.165876 args_parse_flags: next -yW
1744662588.165877 args_parse_flag_argument: -y = W
1744662588.165878 args_parse_flags: next -T
1744662588.165880 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1744662588.165882 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1744662588.165883 args_parse: flags end at 6 of 35
1744662588.165885 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1744662588.165886 args_parse: 7 = l (type STRING)
1744662588.165888 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1744662588.165890 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1744662588.165891 args_parse: 10 = r (type STRING)
1744662588.165894 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1744662588.165895 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1744662588.165897 args_parse: 13 = s (type STRING)
1744662588.165899 args_parse: 14 = swap-window (type COMMANDS)
1744662588.165900 args_parse: 15 =  (type STRING)
1744662588.165902 args_parse: 16 = Kill (type STRING)
1744662588.165903 args_parse: 17 = X (type STRING)
1744662588.165905 args_parse: 18 = kill-window (type COMMANDS)
1744662588.165906 args_parse: 19 = Respawn (type STRING)
1744662588.165907 args_parse: 20 = R (type STRING)
1744662588.165909 args_parse: 21 = respawn-window -k (type COMMANDS)
1744662588.165911 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1744662588.165912 args_parse: 23 = m (type STRING)
1744662588.165914 args_parse: 24 = select-pane -m (type COMMANDS)
1744662588.165916 args_parse: 25 = Rename (type STRING)
1744662588.165917 args_parse: 26 = n (type STRING)
1744662588.165921 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1744662588.165922 args_parse: 28 =  (type STRING)
1744662588.165924 args_parse: 29 = New After (type STRING)
1744662588.165925 args_parse: 30 = w (type STRING)
1744662588.165927 args_parse: 31 = new-window -a (type COMMANDS)
1744662588.165930 args_parse: 32 = New At End (type STRING)
1744662588.165933 args_parse: 33 = W (type STRING)
1744662588.165935 args_parse: 34 = new-window (type COMMANDS)
1744662588.165956 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1744662588.165958 args_parse_flags: next -n
1744662588.165959 args_parse_flags: -n
1744662588.165961 args_parse_flags: next M-MouseDown3Status
1744662588.165962 args_parse: flags end at 2 of 4
1744662588.165964 args_parse: 2 = M-MouseDown3Status (type STRING)
1744662588.165982 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1744662588.166002 cmd_parse_build_commands: bind-key -n M-MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1744662588.166006 cmdq_get_command: [bind-key/0x559a32693160] group 1070
1744662588.166008 cmdq_append <global>: [bind-key/0x559a32693160]
1744662588.166012 yylex_token: end at WS
1744662588.166013 yylex_token: bind
1744662588.166015 yylex_token: end at WS
1744662588.166016 yylex_token: -n
1744662588.166017 yylex_token: end at WS
1744662588.166019 yylex_token: MouseDown3Pane
1744662588.166020 yylex_token: end at WS
1744662588.166021 yylex_token: if
1744662588.166022 yylex_token: end at WS
1744662588.166024 yylex_token: -Ft=
1744662588.166027 yylex_token: end at WS
1744662588.166028 yylex_token: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1744662588.166030 yylex_token: end at WS
1744662588.166031 yylex_token: select-pane
1744662588.166032 yylex_token: end at ;
1744662588.166034 yylex_token: -t=
1744662588.166035 yylex_token: end at WS
1744662588.166037 yylex_token: send
1744662588.166038 yylex_token: end at WS
1744662588.166039 yylex_token: -M
1744662588.166041 yylex_token: end at WS
1744662588.166042 yylex_token: display-menu
1744662588.166043 yylex_token: end at WS
1744662588.166044 yylex_token: -t=
1744662588.166046 yylex_token: end at WS
1744662588.166047 yylex_token: -xM
1744662588.166048 yylex_token: end at WS
1744662588.166049 yylex_token: -yM
1744662588.166051 yylex_token: end at WS
1744662588.166052 yylex_token: -T
1744662588.166054 yylex_token: end at WS
1744662588.166055 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1744662588.166057 yylex_token: end at WS
1744662588.166059 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1744662588.166060 yylex_token: end at WS
1744662588.166061 yylex_token: <
1744662588.166063 yylex_token: end at WS
1744662588.166064 yylex_token: send
1744662588.166065 yylex_token: end at WS
1744662588.166066 yylex_token: -X
1744662588.166068 yylex_token: end at }
1744662588.166069 yylex_token: history-top
1744662588.166073 yylex_token: end at WS
1744662588.166075 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1744662588.166076 yylex_token: end at WS
1744662588.166077 yylex_token: >
1744662588.166079 yylex_token: end at WS
1744662588.166080 yylex_token: send
1744662588.166081 yylex_token: end at WS
1744662588.166082 yylex_token: -X
1744662588.166084 yylex_token: end at }
1744662588.166085 yylex_token: history-bottom
1744662588.166086 yylex_token: end at WS
1744662588.166088 yylex_token: 
1744662588.166090 yylex_token: end at WS
1744662588.166091 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1744662588.166093 yylex_token: end at WS
1744662588.166094 yylex_token: C-r
1744662588.166095 yylex_token: end at WS
1744662588.166097 yylex_token: if
1744662588.166098 yylex_token: end at WS
1744662588.166099 yylex_token: -F
1744662588.166101 yylex_token: end at WS
1744662588.166102 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1744662588.166104 yylex_token: end at ;
1744662588.166105 yylex_token: copy-mode -t=
1744662588.166107 yylex_token: end at WS
1744662588.166108 yylex_token: send
1744662588.166109 yylex_token: end at WS
1744662588.166110 yylex_token: -Xt=
1744662588.166112 yylex_token: end at WS
1744662588.166113 yylex_token: search-backward
1744662588.166115 yylex_token: end at }
1744662588.166116 yylex_token: #{q:mouse_word}
1744662588.166118 yylex_token: end at WS
1744662588.166120 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1744662588.166121 yylex_token: end at WS
1744662588.166122 yylex_token: C-y
1744662588.166124 yylex_token: end at WS
1744662588.166125 yylex_token: copy-mode
1744662588.166126 yylex_token: end at ;
1744662588.166127 yylex_token: -q
1744662588.166129 yylex_token: end at WS
1744662588.166130 yylex_token: send-keys
1744662588.166131 yylex_token: end at WS
1744662588.166132 yylex_token: -l
1744662588.166134 yylex_token: end at WS
1744662588.166135 yylex_token: --
1744662588.166136 yylex_token: end at }
1744662588.166138 yylex_token: #{q:mouse_word}
1744662588.166140 yylex_token: end at WS
1744662588.166141 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1744662588.166143 yylex_token: end at WS
1744662588.166144 yylex_token: c
1744662588.166145 yylex_token: end at WS
1744662588.166146 yylex_token: copy-mode
1744662588.166148 yylex_token: end at ;
1744662588.166149 yylex_token: -q
1744662588.166150 yylex_token: end at WS
1744662588.166152 yylex_token: set-buffer
1744662588.166153 yylex_token: end at WS
1744662588.166154 yylex_token: --
1744662588.166155 yylex_token: end at }
1744662588.166157 yylex_token: #{q:mouse_word}
1744662588.166159 yylex_token: end at WS
1744662588.166160 yylex_token: #{?mouse_line,Copy Line,}
1744662588.166161 yylex_token: end at WS
1744662588.166162 yylex_token: l
1744662588.166164 yylex_token: end at WS
1744662588.166165 yylex_token: copy-mode
1744662588.166166 yylex_token: end at ;
1744662588.166167 yylex_token: -q
1744662588.166169 yylex_token: end at WS
1744662588.166170 yylex_token: set-buffer
1744662588.166172 yylex_token: end at WS
1744662588.166173 yylex_token: --
1744662588.166174 yylex_token: end at }
1744662588.166175 yylex_token: #{q:mouse_line}
1744662588.166177 yylex_token: end at WS
1744662588.166178 yylex_token: 
1744662588.166180 yylex_token: end at WS
1744662588.166182 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1744662588.166183 yylex_token: end at WS
1744662588.166184 yylex_token: C-h
1744662588.166186 yylex_token: end at WS
1744662588.166187 yylex_token: copy-mode
1744662588.166188 yylex_token: end at ;
1744662588.166189 yylex_token: -q
1744662588.166191 yylex_token: end at WS
1744662588.166192 yylex_token: send-keys
1744662588.166193 yylex_token: end at WS
1744662588.166194 yylex_token: -l
1744662588.166196 yylex_token: end at WS
1744662588.166197 yylex_token: --
1744662588.166198 yylex_token: end at }
1744662588.166200 yylex_token: #{q:mouse_hyperlink}
1744662588.166202 yylex_token: end at WS
1744662588.166204 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1744662588.166206 yylex_token: end at WS
1744662588.166208 yylex_token: h
1744662588.166209 yylex_token: end at WS
1744662588.166210 yylex_token: copy-mode
1744662588.166211 yylex_token: end at ;
1744662588.166212 yylex_token: -q
1744662588.166214 yylex_token: end at WS
1744662588.166215 yylex_token: set-buffer
1744662588.166217 yylex_token: end at WS
1744662588.166218 yylex_token: --
1744662588.166219 yylex_token: end at }
1744662588.166220 yylex_token: #{q:mouse_hyperlink}
1744662588.166222 yylex_token: end at WS
1744662588.166223 yylex_token: 
1744662588.166227 yylex_token: end at WS
1744662588.166228 yylex_token: Horizontal Split
1744662588.166229 yylex_token: end at WS
1744662588.166230 yylex_token: h
1744662588.166232 yylex_token: end at WS
